ID,EIN,NAME,ICO,STREET,CITY,STATE,ZIP,Subsection Name,Subsection Description,NTEE_CD,Category,IRS_NTEE_Code2_Description,AFFILIATION,Aff_Type,IRS_Affiliation_Codes_Description,Ded_Code,Ded_Description,Foundation_Code,Foundation_Description,Org_Code,Org_Description,EO_Status_Code,EO_Description,Asset_Income_Code,IRS_Asset_Income_Codes_Description,Filing_Code,IRS_Filing_Codes_Description,PF_Filing_Code,IRS_PF_Filing_Codes_Description,ASSET_AMT,INCOME_AMT,REVENUE_AMT
,660544380,RUBY RUTNIK SCHLOARSHIP FUND INC,% ANDREW RUTNIK,PO BOX 348,ST JOHN,VI,00831-0348,Charitable and religious,Charitable and religious,B82,Education,Scholarships, Student Financial Aid Services, Awards,,3,Independent,1,,Contributions are deductible. ,15,1,Corporation,1,Unconditional Exemption,4,,100,,000 to 499,999,1
,660544486,IGLESIA CRISTIANA ASAMBLEAS DE DIOS DE MAYAGUEZ,,HC 7 BOX 25333,MAYAGUEZ,PR,00680-9042,Charitable and religious,Charitable and religious,,,,9,Subordinate,,1,Contributions are deductible. ,10,,5,Association,1,Unconditional Exemption,0,0,6,,0,,,,
,660544489,PONCE CHRISTIAN ACADEMY,% ELWOOD W PFAUNMILLER,4015 CALLE COLOMBIA,PONCE,PR,00717-1613,Charitable and religious,Charitable and religious,B24,Education,Primary, Elementary Schools,3,,Independent,1,Contributions are deductible. ,,11,1,Corporation,1,Unconditional Exemption,0,0,,13,,0,,
,660544805,KIDSCOPE INC,,1826 KONGENS GADE STE 7,ST THOMAS,VI,00802-6744,Charitable and religious,Charitable and religious,I72,Crime, Legal-Related,Child Abuse, Prevention of,,3,Independent,1,,Contributions are deductible. ,15,1,Corporation,1,Unconditional Exemption,4,,100,,000 to 499,999,1
,660544912,TEMPLO OASIS AD LEVITTOWN,,HY16 CALLE JOSE PEDREIRA 7A SECCION,TOA BAJA,PR,00949-0000,Charitable and religious,Charitable and religious,,,,9,Subordinate,,1,Contributions are deductible. ,10,,5,Association,1,Unconditional Exemption,0,0,6,,0,,,,
,660545118,SCUBA DOGS SOCIETY INC,% ALBERTO MARTI,GARDENVILLE D-13 BUEN SAMARITANO,GUAYNABO,PR,00966-0000,Charitable and religious,Charitable and religious,C30,Environmental Quality, Protection and Beautification,Natural Resources Conservation and Protection,3,,Independent,1,Contributions are deductible. ,,15,1,Corporation,1,Unconditional Exemption,4,100,,000 to 499,,999,1,0
,660545357,AMERICAN SAMOA NATIONAL OLYMPIC COMMITTEE,% BILLY YOUNG,PO BOX 5380,PAGO PAGO,AS,96799-5380,Charitable and religious,Charitable and religious,N71,Recreation, Sports, Leisure, Athletics,,Olympics Committees and Related International Competitions,3,Independent,,1,Contributions are deductible. ,15,1,Corporation,1,Unconditional Exemption,,0,,0,2,0
,660545736,VIRGIN ISLANDS CAPITAL RESOURCES INC,% DAVID A BORNN,7A CRYSTAL GADE,ST THOMAS,VI,00802-6623,Charitable and religious,Charitable and religious,S300,,,3,Independent,,1,Contributions are deductible. ,,,1,Corporation,1,Unconditional Exemption,4,100,000 to 499,,999,,0,1,882009
,660546150,COMERCIANTES UNIDOS PARA EL DESARROLLO COMUNITARIO DE CAMUY IN,% RAUL AMENJEIRAS,PO BOX 945,CAMUY,PR,00627-0945,Charitable and religious,Charitable and religious,S31,Community Improvement, Capacity Building,Urban, Community Economic Development,,3,Independent,1,,Contributions are deductible. ,15,1,Corporation,1,Unconditional Exemption,4,,100,,000 to 499,999,1
,660546673,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,% SANDRA HOWELL,PO BOX 1363,FREDERIKSTED,VI,00841-1363,Social Welfare Orgs,Seven of 10 of the largrest organizations by gross receipts are in the health care field, and provide social welfare services, such as dental benefit coverage or medicaid and medical and prescription drug services. However, among the smaller organization,,,,,9,Subordinate,,2,Contributions are not deductible. ,,5,Association,1,Unconditional Exemption,,0,,0,2,0
,660546708,IGLESIA PENTECOSTAL ASAMBLEA DE DIOS,,PO BOX 1487,LAS PIEDRAS,PR,00771-1487,Charitable and religious,Charitable and religious,,,,9,Subordinate,,1,Contributions are deductible. ,10,,5,Association,1,Unconditional Exemption,0,0,6,,0,,,,
,660547619,CARIBBEAN CENTER FOR MARINE STUDIES INC,,PO BOX 585,LAJAS,PR,00667-0585,Charitable and religious,Charitable and religious,U210,,,3,Independent,,1,Contributions are deductible. ,15,,1,Corporation,1,Unconditional Exemption,0,0,2,,0,,0,0,0
,660548321,RYDER ASSISTED CARE NUMBER II INC,,PO BOX 859,HUMACAO,PR,00792-0859,Charitable and religious,Charitable and religious,L22,Housing, Shelter,Senior Citizens' Housing/Retirement Communities,3,,Independent,1,Contributions are deductible. ,,15,1,Corporation,1,Unconditional Exemption,4,100,,000 to 499,,999,1,0
,660548326,ST THOMAS BASEBALL EXPLORERS,% TAMI NOEL,6501 RED HOOK PLAZA PMB 58,ST THOMAS,VI,00802-1373,Charitable and religious,Charitable and religious,N63,Recreation, Sports, Leisure, Athletics,,Baseball, Softball,3,,Independent,1,Contributions are deductible. ,15,1,Corporation,1,,Unconditional Exemption,,4,100,000 to 499
,660548366,FRIENDS OF THE ELAINE I SPRAUVE LIBRARY,,PO BOX 1237,ST JOHN,VI,00831-1237,Charitable and religious,Charitable and religious,O51Z,,,3,Independent,,1,Contributions are deductible. ,15,,1,Corporation,1,Unconditional Exemption,1,1 to 9,999,,2,,0,43267,5309
,660549023,IGLESIA PENTECOSTAL AD,,PO BOX 1155,RINCON,PR,00677-1155,Charitable and religious,Charitable and religious,,,,9,Subordinate,,1,Contributions are deductible. ,10,,5,Association,1,Unconditional Exemption,0,0,6,,0,,,,
,660549061,MINISTERIO DE RESTAURACION CRISTO MI FORTALEZA FIL 4 13 INC REMIC,% RAUL ROSARIO RIVERA,PO BOX 9023,HUMACAO,PR,00792-9023,Charitable and religious,Charitable and religious,L40,Housing, Shelter,Low-Cost Temporary Housing,3,,Independent,1,Contributions are deductible. ,,15,1,Corporation,1,Unconditional Exemption,4,100,,000 to 499,,999,1,0
,660549192,IGL AD PHILADELPHIA DE CUPEY,% DIXIE COLON,546 CALLE JUAN R JIMENEZ,SAN JUAN,PR,00926-4419,Charitable and religious,Charitable and religious,,,,9,Subordinate,,1,Contributions are deductible. ,10,,5,Association,1,Unconditional Exemption,0,0,6,,0,,,,
,660549327,IGLESIA PUEBLO DE DIOS PENTECOSTAL,,PO BOX 7635,SAN JUAN,PR,00916-7635,Charitable and religious,Charitable and religious,,,,9,Subordinate,,1,Contributions are deductible. ,10,,5,Association,1,Unconditional Exemption,0,0,6,,0,,,,
,660549478,ASAMBLEAS DE DIOS,,PO BOX 1367,CATANO,PR,00963-1367,Charitable and religious,Charitable and religious,,,,9,Subordinate,,1,Contributions are deductible. ,10,,5,Association,1,Unconditional Exemption,0,0,6,,0,,,,
,660549743,ST JOHN SINGERS INC,% TERRY PISHKO,PO BOX 1185,ST JOHN,VI,00831-1185,Charitable and religious,Charitable and religious,A6B,Arts, Culture and Humanities,Singing, Choral,,3,Independent,2,,Contributions are not deductible. ,15,1,Corporation,1,Unconditional Exemption,0,,0,,2,0,0
,660549890,ST JOHN RESCUE INC,% ELMO L RABSATT SR,PO BOX 1225,ST JOHN,VI,00831-1225,Charitable and religious,Charitable and religious,E62,Health - General and Rehabilitative,Ambulance, Emergency Medical Transport Services,3,,Independent,1,Contributions are deductible. ,,15,1,Corporation,1,Unconditional Exemption,3,25,,000 to 99,,999,1,0
,660550151,MADRINAS Y PADRINOS DE CIDRA INC,% JUANA M TORRES DAVILA,13 CALLE PALMER,CIDRA,PR,00739-3325,Charitable and religious,Charitable and religious,G30,Diseases, Disorders, Medical Disciplines,Cancer,,3,Independent,1,,Contributions are deductible. ,15,1,Corporation,1,Unconditional Exemption,1,,1 to 9,,999,2,0
,660550404,RYDER VILLAGE II INC,% SANTURNINO PENA-FLORES,PO BOX 859,HUMACAO,PR,00792-0859,Charitable and religious,Charitable and religious,L22,Housing, Shelter,Senior Citizens' Housing/Retirement Communities,3,,Independent,1,Contributions are deductible. ,,15,1,Corporation,1,Unconditional Exemption,4,100,,000 to 499,,999,1,0
,660550405,RYDER ASSISTED CARE III INC,% SANTURNINO PENA-FLORES,PO BOX 859,HUMACAO,PR,00792-0859,Charitable and religious,Charitable and religious,L22,Housing, Shelter,Senior Citizens' Housing/Retirement Communities,3,,Independent,1,Contributions are deductible. ,,15,1,Corporation,1,Unconditional Exemption,4,100,,000 to 499,,999,1,0
,660550555,SAVE A GATO INC,% EVELYN VELEZ RODRIGUEZ,PO BOX 9021227,SAN JUAN,PR,00902-1227,Charitable and religious,Charitable and religious,D20,Animal-Related,Animal Protection and Welfare,3,Independent,,1,Contributions are deductible. ,15,,1,Corporation,1,Unconditional Exemption,3,25,000 to 99,,999,,2,0,3029
,660550662,TERCERA IGLESIA BETHANIA,,HC 1 BOX 5745,CAMUY,PR,00627-9250,Charitable and religious,Charitable and religious,,,,9,Subordinate,,1,Contributions are deductible. ,10,,5,Association,1,Unconditional Exemption,0,0,6,,0,,,,
,660550870,IGLESIA EL BUEN VERCINO AD,% OSVALDO LOPEZ,BM659 CALLE 51 JARD DE RIO GRANDE,RIO GRANDE,PR,00745-0000,Charitable and religious,Charitable and religious,,,,9,Subordinate,,1,Contributions are deductible. ,10,,5,Association,1,Unconditional Exemption,0,0,6,,0,,,,
,660550935,COORDINADORA PAZ PARA LA MUJER INC,% MS JOSEFINA PANTOJA OQUENDO,PO BOX 193008,SAN JUAN,PR,00919-3008,Charitable and religious,Charitable and religious,P20,Human Services - Multipurpose and Other,Human Service Organizations - Multipurpose,3,Independent,,1,Contributions are deductible. ,15,,1,Corporation,1,Unconditional Exemption,4,100,000 to 499,,999,,1,0,360060
,660551053,ORGANIZATION BENEFICA DE RESTAURACION & ACCION SOCIAL,,MUNOZ RIVERA ST 17 W,MAYAGUEZ,PR,00680-0000,Charitable and religious,Charitable and religious,G81,Diseases, Disorders, Medical Disciplines,AIDS,,3,Independent,1,,Contributions are deductible. ,15,1,Corporation,1,Unconditional Exemption,4,,100,,000 to 499,999,1
,660551278,CENTRO DE ENSENANZA PARA LA FAMILIA INC,,PO BOX 8052,HUMACAO,PR,00792-8052,Charitable and religious,Charitable and religious,P20,Human Services - Multipurpose and Other,Human Service Organizations - Multipurpose,3,Independent,,1,Contributions are deductible. ,15,,1,Corporation,1,Unconditional Exemption,4,100,000 to 499,,999,,1,0,476918
,660551279,NAVY LEAGUE OF THE UNITED STATES,% DOUGLAS A MCHOUL,PO BOX 254,VIEQUES,PR,00765-0254,Charitable and religious,Charitable and religious,,,,9,Subordinate,,1,Contributions are deductible. ,15,,1,Corporation,1,Unconditional Exemption,0,0,2,,0,,0,0,0
,660552106,ALPHA PHI OMEGA,% UNIV OF PUERTO RICO-RIO PIEDRAS,PO BOX 21759,SAN JUAN,PR,00931-1759,Charitable and religious,Charitable and religious,,,,9,Subordinate,,1,Contributions are deductible. ,16,,5,Association,1,Unconditional Exemption,0,0,2,,0,,0,0,0
,660552306,YIGO CHURCH OF CHRIST,,548 CHALAN PADIRON RTE 15,YIGO,GU,96929-0000,Charitable and religious,Charitable and religious,X20,Religion-Related, Spiritual Development,Christian,3,,Independent,1,Contributions are deductible. ,,10,1,Corporation,1,Unconditional Exemption,0,0,,6,,0,,
,660552384,IGLESIA DE PENTECOSTAL DE RENOVACION CHRISTIANA INC,% JOHNNY CARION ESPINO,PO BOX 1712,LARES,PR,00669-1712,Charitable and religious,Charitable and religious,X20,Religion-Related, Spiritual Development,Christian,3,,Independent,1,Contributions are deductible. ,,10,1,Corporation,1,Unconditional Exemption,0,0,,6,,0,,
,660552524,CENTRO MILLAJEN INC,% ROSA MUNOS,PO BOX 1783,CIDRA,PR,00739-1783,Charitable and religious,Charitable and religious,P81,Human Services - Multipurpose and Other,Senior Centers, Services,3,,Independent,1,Contributions are deductible. ,,15,1,Corporation,1,Unconditional Exemption,0,0,,2,,0,0,0
,660552709,CARDOW INC EMPLOYEE BENEFITS TR,,39 DRONNINGENS GADE,CHARLOTTE AMA,VI,00802-6497,Social Welfare Orgs,Seven of 10 of the largrest organizations by gross receipts are in the health care field, and provide social welfare services, such as dental benefit coverage or medicaid and medical and prescription drug services. However, among the smaller organization,Y43,Mutual/Membership Benefit Organizations,, Other,Voluntary Employees Beneficiary Associations (Non-Government),3,,Independent,2,Contributions are not deductible. ,,1,Corporation,1,,Unconditional Exemption,,4,100,000 to 499
,660552714,MONTECLARO INC,% MARIA DEL CARMEN CASTRO LAVOY,PO BOX 447,PALMER,PR,00721-0447,Charitable and religious,Charitable and religious,B60Z,,,3,Independent,,1,Contributions are deductible. ,11,,1,Corporation,1,Unconditional Exemption,4,100,000 to 499,,999,,1,0,310636
,660552741,CENTRAL FULL GOSPEL CHURCH OF GUAM,% REV SUNG HEON SHIN,PO BOX 11601,TAMUNING,GU,96931-1601,Charitable and religious,Charitable and religious,X21,Religion-Related, Spiritual Development,Protestant,3,,Independent,1,Contributions are deductible. ,,10,1,Corporation,1,Unconditional Exemption,0,0,,6,,0,,
,660552800,SEGUNDA IGLESIA MONTE SINAI,% FRANCISCO QUINONES DAVILA,RR 12 BOX 1381,BAYAMON,PR,00956-9447,Charitable and religious,Charitable and religious,,,,9,Subordinate,,1,Contributions are deductible. ,10,,5,Association,1,Unconditional Exemption,0,0,6,,0,,,,
,660553602,SERVICIOS COMUNITARIOS MANA INC,% CALLE VICTORIA,PO BOX 330446,PONCE,PR,00733-0446,Charitable and religious,Charitable and religious,P33,Human Services - Multipurpose and Other,Child Day Care,3,Independent,,1,Contributions are deductible. ,15,,1,Corporation,1,Unconditional Exemption,4,100,000 to 499,,999,,1,0,18529
,660553875,UNITY-EDUCANDO PARA LA PAZ,% MARA MARITZA ORTEGA,BA-15 MONSERRATE AVE URB VALLE,CAROLINA,PR,00983-0000,Charitable and religious,Charitable and religious,,,,9,Subordinate,,1,Contributions are deductible. ,10,,5,Association,1,Unconditional Exemption,0,0,6,,0,,,,
,660554034,US VIRGIN ISS CONGRESS OF PARENTS TEACHERS & STUDENTS ASSOCIATION,% GRACE FAHIE,PO BOX 6167,ST THOMAS,VI,00804-6167,Charitable and religious,Charitable and religious,B94,Education,Parent/Teacher Group,3,Independent,,1,Contributions are deductible. ,16,,1,Corporation,1,Unconditional Exemption,0,0,2,,0,,0,0,0
,660554057,HOGAR MANUEL MEDIAVILLA NEGRON INC,% DINORAH COLON,PO BOX 9321,HUMACAO,PR,00792-9321,Charitable and religious,Charitable and religious,L22,Housing, Shelter,Senior Citizens' Housing/Retirement Communities,3,,Independent,1,Contributions are deductible. ,,,1,Corporation,1,Unconditional Exemption,4,100,,000 to 499,,999,0,1
,660554102,JUNTA DE CERTIFICACION PARA PROFESIONALES EN ADICCION Y,% ORIENTAL MORTGAGES,469 CALLE DRESDE,SAN JUAN,PR,00920-3708,Charitable and religious,Charitable and religious,P03,Human Services - Multipurpose and Other,Professional Societies, Associations,3,,Independent,1,Contributions are deductible. ,,16,1,Corporation,1,Unconditional Exemption,0,0,,2,,0,0,0
,660554150,ASOCIACION RECREATIVA DEPORTIVA EDUCATIVA Y CULTURAL DEL BO,% RAMOS EPRNIN,HC 2 BOX 22209,MAYAGUEZ,PR,00680-9089,Charitable and religious,Charitable and religious,P20,Human Services - Multipurpose and Other,Human Service Organizations - Multipurpose,3,Independent,,1,Contributions are deductible. ,15,,1,Corporation,1,Unconditional Exemption,3,25,000 to 99,,999,,2,0,21038
,660554184,HOGAR ESCUELA SOR MARIA RAFAELA,% SOR AIDA S ORTIZ RIVERA,PO BOX 3024,BAYAMON,PR,00960-3024,Charitable and religious,Charitable and religious,B80,Education,Student Services, Organizations of Students,3,,Independent,1,Contributions are deductible. ,,11,1,Corporation,1,Unconditional Exemption,5,500,,000 to 999,,999,1,0
,660554466,FEDERACTION PROTECTORA DE ANIMALES INC,% URBANIZATION SANTA ROSA 18-8,PO BOX 7891 PMB 161,GUAYNABO,PR,00970-7891,Charitable and religious,Charitable and religious,D20,Animal-Related,Animal Protection and Welfare,3,Independent,,1,Contributions are deductible. ,15,,1,Corporation,1,Unconditional Exemption,0,0,2,,0,,0,0,0
,660554512,HOGAR INFANTIL DIVINO NINO JESUS INC,,PO BOX 1413,LUQUILLO,PR,00773-1413,Charitable and religious,Charitable and religious,P33,Human Services - Multipurpose and Other,Child Day Care,3,Independent,,1,Contributions are deductible. ,15,,1,Corporation,1,Unconditional Exemption,3,25,000 to 99,,999,,1,0,161086
,660554889,ASOCIACION PKU DE P R INC,,PO BOX 9158,BAYAMON,PR,00960-9158,Charitable and religious,Charitable and religious,Q33,International, Foreign Affairs and National Security,International Relief,3,,Independent,1,Contributions are deductible. ,,15,1,Corporation,1,Unconditional Exemption,0,0,,1,,0,,
,660555010,ASOCIACION DE RESIDENTES VILLAS DE CARRAIZO,% NANCY QUINTERO,RR-7 BOX 448 URB VILLAS DE CARRAIZO,TRUJILLO ALTO,PR,00926-0000,Social Welfare Orgs,Seven of 10 of the largrest organizations by gross receipts are in the health care field, and provide social welfare services, such as dental benefit coverage or medicaid and medical and prescription drug services. However, among the smaller organization,S20,Community Improvement,, Capacity Building,Community, Neighborhood Development,, Improvement (General),3,Independent,2,Contributions are not deductible. ,,1,,Corporation,,1,Unconditional Exemption,4
,660555055,UNION PUERTORRIQUENA DE LOS,% LUIS A RIVERA TRES,PO BOX 3269,MAYAGUEZ,PR,00681-3269,Charitable and religious,Charitable and religious,,,,9,Subordinate,,1,Contributions are deductible. ,10,,5,Association,1,Unconditional Exemption,0,0,6,,0,,,,
,660555240,IGLESIA EVANGELICA AD,% REV JUANITA ALDEBOL,HC 7 BOX 25266,MAYAGUEZ,PR,00680-9041,Charitable and religious,Charitable and religious,,,,9,Subordinate,,1,Contributions are deductible. ,10,,5,Association,1,Unconditional Exemption,0,0,6,,0,,,,
,660555246,WE FROM UPSTREET INC,% MAIANA DONOVAN,PO BOX 308424,ST THOMAS,VI,00803-8424,Charitable and religious,Charitable and religious,P40,Human Services - Multipurpose and Other,Family Services,3,Independent,,1,Contributions are deductible. ,15,,1,Corporation,1,Unconditional Exemption,2,10,000 to 24,,999,,2,0,4914
,660556469,HOGAR PADRE VENARD INC,% RAMON JAIME CASELLAS,PO BOX 9020274,SAN JUAN,PR,00902-0274,Charitable and religious,Charitable and religious,L41,Housing, Shelter,Homeless, Temporary Shelter For,,3,Independent,1,,Contributions are deductible. ,15,1,Corporation,1,Unconditional Exemption,4,,100,,000 to 499,999,1
,660556542,CENTRO DE ORIENTACION Y ACCION SOCIAL INC,% EDWIN LORADA,PO BOX 2078,VEGA ALTA,PR,00692-2078,Charitable and religious,Charitable and religious,B99,Education,Education N.E.C.,3,Independent,,1,Contributions are deductible. ,15,,1,Corporation,1,Unconditional Exemption,4,100,000 to 499,,999,,1,0,79593
,660556694,IGLESIA PENTEGOSTAL AD,,HC 2 BOX 17863,RIO GRANDE,PR,00745-8639,Charitable and religious,Charitable and religious,,,,9,Subordinate,,1,Contributions are deductible. ,10,,5,Association,1,Unconditional Exemption,0,0,6,,0,,,,
,660557533,AD PALABRA DE LUZ,,354 CALLE SAN MARCOS,YAUCO,PR,00698-2563,Charitable and religious,Charitable and religious,,,,9,Subordinate,,2,Contributions are not deductible. ,10,,5,Association,1,Unconditional Exemption,0,0,6,,0,,,,
,660558342,HOSPITAL EPISCOPAL SAN LUCAS GUAYAMA INC,% DAVID A ALVAREZ JIMENEZ,PO BOX 10011,GUAYAMA,PR,00785-4011,Charitable and religious,Charitable and religious,E22,Health - General and Rehabilitative,Hospital, General,3,,Independent,1,Contributions are deductible. ,,12,1,Corporation,1,Unconditional Exemption,0,0,,2,,0,0,0
,660559045,CENTRO DE SERVICIOS COMUNITARIOS VIDA PLENA,,200 AVE CUPEY GARDENS STE 6W PLZ CU,SAN JUAN,PR,00926-7373,Charitable and religious,Charitable and religious,P200,,,3,Independent,,1,Contributions are deductible. ,15,,1,Corporation,1,Unconditional Exemption,5,500,000 to 999,,999,,1,0,217475
,660559357,DIAMOND YOUTH PROMOTIONS,% ELLERTON MAYNARD,PO BOX 7932,CHRISTIANSTED,VI,00823-7932,Charitable and religious,Charitable and religious,N63,Recreation, Sports, Leisure, Athletics,,Baseball, Softball,3,,Independent,1,Contributions are deductible. ,15,1,Corporation,1,,Unconditional Exemption,,1,1 to 9,999
,660560055,FUNDACION MAGNA FRATERNITAS UNIVERSALES DOCTOR SERGE RAYMOND D,% MARIA DEL CARMEN VARGAS,1098 CALLE F,GUAYNABO,PR,00969-3548,Charitable and religious,Charitable and religious,X99,Religion-Related, Spiritual Development,Religion Related, Spiritual Development N.E.C.,,3,Independent,1,,Contributions are deductible. ,15,1,Corporation,1,Unconditional Exemption,0,,0,,2,0,0
,660560827,I C C JESUS MANATIAL DE VIDA,% RAMIRO RIOS,137 BO CANTERA,MANATI,PR,00674-4847,Charitable and religious,Charitable and religious,,,,9,Subordinate,,1,Contributions are deductible. ,10,,1,Corporation,1,Unconditional Exemption,0,0,6,,0,,,,
,660561027,SERVICIOS MEDICOS UNIVERSITARIOS INC,% HOSPITAL UPR DR FEDERICO TRILLA,CALL BOX 6021,CAROLINA,PR,00984-0000,Charitable and religious,Charitable and religious,E20,Health - General and Rehabilitative,Hospitals and Related Primary Medical Care Facilities,3,Independent,,1,Contributions are deductible. ,12,,1,Corporation,1,Unconditional Exemption,8,10,0,,000 to 49,,999,999,1
,660561285,TEN THOUSAND HELPERS OF ST CROIX INC,% NII AHENE LA METTLE-NUNOO,PO BOX 25402,CHRISTIANSTED,VI,00824-1402,Charitable and religious,Charitable and religious,A20,Arts, Culture and Humanities,Arts, Cultural Organizations - Multipurpose,,3,Independent,1,,Contributions are deductible. ,15,1,Corporation,1,Unconditional Exemption,3,,25,,000 to 99,999,1
,660561388,CENTRO COMUNITARIO RVDA INES J FIGUEROA INC,% RAQUEL TORRES RUIZ,PO BOX 360342,SAN JUAN,PR,00936-0342,Charitable and religious,Charitable and religious,P30,Human Services - Multipurpose and Other,Children's, Youth Services,3,,Independent,1,Contributions are deductible. ,,15,1,Corporation,1,Unconditional Exemption,4,100,,000 to 499,,999,1,0
,660561468,CIRCULO DE RECREO DE SAN GERMAIN,,PO BOX 1836,SAN GERMAN,PR,00683-1836,Charitable and religious,Charitable and religious,A23,Arts, Culture and Humanities,Cultural, Ethnic Awareness,,3,Independent,1,,Contributions are deductible. ,16,1,Corporation,1,Unconditional Exemption,0,,0,,2,0,0
,660561617,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,% JIM MARVIN TERBIO,PO BOX 2175,HAGATNA,GU,96932-2175,Social Welfare Orgs,Seven of 10 of the largrest organizations by gross receipts are in the health care field, and provide social welfare services, such as dental benefit coverage or medicaid and medical and prescription drug services. However, among the smaller organization,,,,,9,Subordinate,,2,Contributions are not deductible. ,,5,Association,1,Unconditional Exemption,,0,,0,1,0
,660561796,AMERICAN COUNSELING ASSOCIATION OF THE VIRGIN ISLAND,% ROSEMOND CREIGHTON,PO BOX 3707,KINGSHILL,VI,00851-3707,Charitable and religious,Charitable and religious,F03,Mental Health, Crisis Intervention,Professional Societies, Associations,,3,Independent,1,,Contributions are deductible. ,16,1,Corporation,1,Unconditional Exemption,0,,0,,2,0,0
,660562903,CORRECTIONAL HEALTH SERVICES CORPORATION,% METRO OFFICE PARK,METRO OFFICE PARK CALLE 1 LOTE 18,GUAYNABO,PR,00968-0000,Charitable and religious,Charitable and religious,E320,,,3,Independent,,1,Contributions are deductible. ,15,,1,Corporation,1,Unconditional Exemption,8,10,0,,000 to 49,,999,999,1
,660563521,ANDANZA INC,,1091 CALLE RAMIREZ PABON,SAN JUAN,PR,00925-2838,Charitable and religious,Charitable and religious,A620,,,3,Independent,,1,Contributions are deductible. ,15,,1,Corporation,1,Unconditional Exemption,5,500,000 to 999,,999,,1,0,59263
,660563892,INTERNATIONAL GOSPEL CENTER OF ST THOMAS INC,,PO BOX 304934,ST THOMAS,VI,00803-4934,Charitable and religious,Charitable and religious,X21,Religion-Related, Spiritual Development,Protestant,3,,Independent,1,Contributions are deductible. ,,10,1,Corporation,1,Unconditional Exemption,0,0,,6,,0,,
,660564786,CHABAD LUBAVITCH OF PUERTO RICO INC,% RABBI MENDEL ZARCHI,PMB 122 5900,CAROLINA,PR,00979-0000,Charitable and religious,Charitable and religious,X30,Religion-Related, Spiritual Development,Jewish,3,,Independent,1,Contributions are deductible. ,,10,1,Corporation,1,Unconditional Exemption,0,0,,6,,0,,
,660564800,FUNDACION CHANA GOLDSTEIN Y SAMUEL LEVIS INC,% DAVID LEVIS,776 AVE PONCE DE LEON,SAN JUAN,PR,00925-2207,Charitable and religious,Charitable and religious,B820,,,3,Independent,,1,Contributions are deductible. ,15,,1,Corporation,1,Unconditional Exemption,6,1,0,,000 to 4,,999,999,1
,660564841,ALIANZA LAURA APONTE POR LA PAZ SOCIAL,,54 CALLE ROBLES OFICINA 14,SAN JUAN,PR,00925-0000,Charitable and religious,Charitable and religious,B11,Education,Single Organization Support,3,Independent,,1,Contributions are deductible. ,15,,1,Corporation,1,Unconditional Exemption,4,100,000 to 499,,999,,1,0,55533
,660565479,PROYECTO LA NUEVA ESPERANZA INC,% IDALIA ACEVEDO,PO BOX 603,SAN ANTONIO,PR,00690-0603,Charitable and religious,Charitable and religious,P40,Human Services - Multipurpose and Other,Family Services,3,Independent,,1,Contributions are deductible. ,15,,1,Corporation,1,Unconditional Exemption,4,100,000 to 499,,999,,1,0,186355
,660566076,PARAISO INFANTIL INC,% MINERVA VEGA TORRES,PO BOX 142,SAN ANTONIO,PR,00690-0142,Charitable and religious,Charitable and religious,B24,Education,Primary, Elementary Schools,3,,Independent,1,Contributions are deductible. ,,11,1,Corporation,1,Unconditional Exemption,0,0,,2,,0,0,0
,660566096,CENTER FOR THE NEW ECONOMY INC,% MIGUEL A SOTO,206 TETUAN ST 1002 BANCO BLDG,SAN JUAN,PR,00902-0000,Charitable and religious,Charitable and religious,B90,Education,Educational Services and Schools - Other,3,Independent,,1,Contributions are deductible. ,15,,1,Corporation,1,Unconditional Exemption,6,1,0,,000 to 4,,999,999,1
,660566246,VILLA NOTRE DAME INC,,PO BOX 6841,CAGUAS,PR,00726-6841,Charitable and religious,Charitable and religious,P81,Human Services - Multipurpose and Other,Senior Centers, Services,3,,Independent,1,Contributions are deductible. ,,15,1,Corporation,1,Unconditional Exemption,4,100,,000 to 499,,999,1,0
,660566418,VIRGIN ISLANDS DOMESTIC VIOLENCE AND SEXUAL ASSAULT COUNCIL,,RR 1 BOX 10550 BAY 14 VILLAGE MALL,KINGSHILL,VI,00850-0000,Charitable and religious,Charitable and religious,I73,Crime, Legal-Related,Sexual Abuse, Prevention of,,3,Independent,1,,Contributions are deductible. ,15,1,Corporation,1,Unconditional Exemption,4,,100,,000 to 499,999,1
,660566743,CDS FOUNDATION INC,,RR 1 BOX 6199,KINGSHILL,VI,00850-9855,Charitable and religious,Charitable and religious,B112,,,3,Independent,,1,Contributions are deductible. ,15,,1,Corporation,1,Unconditional Exemption,1,1 to 9,999,,2,,0,116607,3055
,660567061,LICEO DE ARTE DEL SUR INC,% CARLOS E RIVERA,URB MARIANI 3041 FD ROOSEVELT AVE,PONCE,PR,00717-0000,Charitable and religious,Charitable and religious,A25,Arts, Culture and Humanities,Arts Education,3,,Independent,1,Contributions are deductible. ,,15,1,Corporation,1,Unconditional Exemption,2,10,,000 to 24,,999,2,0
